brand    , processor_number                                    , vertical_segment     , socket_supported                , base_frequency_ghz, total_cores, total_threads, tdp_w , launch_year, launch_date
MediaTek , MT8183                                              , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT8188                                              , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2024.0, Q1 2024
MediaTek , MT8192                                              , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2024.0, Q1 2024
MediaTek , MT8195                                              , Mobile/EmbeddedSocket,                                 ,               3.0 ,         8.0,           8.0,       ,      2024.0, Q1 2024
MediaTek , MT8195AV                                            , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2025.0, Q1 2025
MediaTek , MT8365                                              , Mobile/EmbeddedSocket,                                 ,               2.0 ,         4.0,           4.0,       ,      2023.0, Q1 2023
MediaTek , MT8370AV-A                                          , Mobile/EmbeddedSocket,                                 ,               2.0 ,         6.0,           6.0,       ,      2024.0, Q1 2024
MediaTek , MT8390AV-A                                          , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2024.0, Q1 2024
MediaTek , MT8696                                              , Mobile/EmbeddedSocket,                                 ,               1.8 ,         4.0,           4.0,       ,      2023.0, Q1 2023
MediaTek , MT8735B                                             , Mobile/EmbeddedSocket,                                 ,               1.2 ,         4.0,           4.0,       ,      2021.0, Q1 2021
MediaTek , MT8755                                              , Mobile/EmbeddedSocket,                                 ,               2.6 ,         8.0,           8.0,       ,      2025.0, Q1 2025
MediaTek , MT8765WA                                            , Mobile/EmbeddedSocket,                                 ,               1.5 ,         4.0,           4.0,       ,      2023.0, Q1 2023
MediaTek , MT8766A                                             , Mobile/EmbeddedSocket,                                 ,               2.0 ,         4.0,           4.0,       ,      2023.0, Q1 2023
MediaTek , MT8766B                                             , Mobile/EmbeddedSocket,                                 ,               2.0 ,         4.0,           4.0,       ,      2023.0, Q1 2023
MediaTek , MT8768                                              , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2024.0, Q1 2024
MediaTek , MT8768A                                             , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT8768CA                                            , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2025.0, Q1 2025
MediaTek , MT8768CT                                            , Mobile/EmbeddedSocket,                                 ,               2.3 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT8768CX                                            , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2024.0, Q1 2024
MediaTek , MT8768N                                             , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2024.0, Q1 2024
MediaTek , MT8768WA                                            , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT8768WE                                            , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT8768WT                                            , Mobile/EmbeddedSocket,                                 ,               2.3 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT8771V-PZA                                         , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT8775                                              , Mobile/EmbeddedSocket,                                 ,               2.5 ,         8.0,           8.0,       ,      2025.0, Q1 2025
MediaTek , MT8781                                              , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2025.0, Q1 2025
MediaTek , MT8781V-CA                                          , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT8781V-NA                                          , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2023.0, Q1 2023
